"","kME1","kME3","kME5","kME6","kME2","kME4","kME0"
"ACSBG2",0.309162486447224,0.123139951068017,0.316269894861884,0.0839943491500427,-0.106183498139594,-0.0558888188992203,0.29654093364585
"ACSF2",0.0824444520088091,-0.339660094495542,-0.219104062309409,-0.0358334048688055,0.452869436070327,0.216912418722286,0.0529359262330913
"ACSF3",-0.0206408343813978,0.595008633982391,0.427775385169938,-0.0157730049149132,-0.550753136823762,-0.448580302016651,0.0634718238357782
"ACSL1",0.226246084942675,0.258944434880521,0.346424862820075,0.106641776891703,-0.336718487175931,-0.147195746805897,0.269037228994344
"ACSL3",0.235537712845145,-0.10214236528999,0.0647109917873611,-0.0311749611752845,0.179804232212897,0.0504977944074637,0.261219165917272
"ACSL5",0.0221214482269976,-0.355490685006291,-0.277915664389754,-0.0644414347921616,0.50090661745657,0.24615877116571,-0.0354440614731705
"ACSL6",0.0447554842593293,0.129717382834575,0.186719705503444,0.212034119024724,-0.443615838855432,0.0383447154498491,0.0308319758811285
"ACSM1",-0.0732596881196061,0.448934361700812,0.266956089302514,-0.0822864810519048,-0.450501630664762,-0.353907195170436,-0.11317732456027
"ACSM3",0.232957656766445,-0.398787926563267,-0.155866447648402,-0.0847209263339636,0.403655556338693,0.277162241439888,0.17543078516767
"ACSM4",0.182217885918746,0.646470515931477,0.559831197189593,-0.0838386849921172,-0.514823288045804,-0.585459950397656,0.159463104610113
"ACSM5",0.149281777841374,0.296893794191351,0.313467130388771,-0.00346930446284996,-0.248618558658503,-0.226665167393802,0.186400957926581
"ACSS1",0.160592407965204,-0.675153238189636,-0.353884690451889,0.155074186690111,0.445843350815959,0.676990823056778,0.101755184392457
"ACSS2",0.278072616893466,-0.131430801480988,0.0658486828067285,-0.00245205872678352,0.190671699116274,0.0774571530934211,0.393485160372233
"ACSS3",0.116437451802749,-0.169208372838092,-0.0247085693880186,0.104776987808803,0.10729529740821,0.256352492616948,0.126286351561146
"ACTA1",0.338067988974126,-0.537184387771547,-0.12415189208805,0.272612556412567,0.398025667267089,0.610468142938982,0.30246567297625
"ACTA2",0.661952960799816,-0.0770928265861524,0.317383959138277,-0.00126626633242094,0.293635913144901,-0.0211643379506712,0.628723103471791
"ACTB",0.482514976556789,0.0235725197093283,0.363438342058094,0.0348418018804102,0.0395316860009016,-0.0727027519685129,0.526514438571376
"ACTBL2",-0.185653434179096,0.287527357624935,0.0625610086622572,-0.157955414352692,-0.262249725654718,-0.267041761330039,-0.23016199914321
"ACTC1",-0.088749377089579,-0.400812982859136,-0.294448298142007,0.267253577056774,0.192147449433026,0.499489950056246,-0.146562331007257
"ACTG1",0.575956955231934,0.389151371491925,0.711810635309754,0.207317371629812,-0.40325587887839,-0.252831363186496,0.568817025496715
"ACTL6A",0.766616716555793,0.0812795760180577,0.52996354033714,0.145406078674685,-0.0607491360066063,-0.032343206895086,0.674929712955382
