sample_id,ME0,ME1,ME2,ME3,ME4,ME5,ME6
GSE84727_3999442061_R06C01,0.0097592971548819,0.0482918191142675,0.0341359330231917,-0.034758066317324,0.0075045941007115,0.0097706041859769,-0.0004326317270866
GSE84727_3998634017_R04C02,-0.0083618825482264,-0.0060955268498412,0.0038988601422046,0.0036335468160632,-0.0025286921025282,-0.0074392922060586,0.0011941130940149
GSE84727_101103430134_R06C01,0.0066949501101907,0.0144196886807048,0.0087306338598999,-0.0310691827926936,0.0408270158446496,-0.0097983242814394,0.0196882693508791
GSE80417_9980102001_R05C01,-0.0191998092706594,-0.0221071545705242,-0.0120278208922365,0.0157486636807048,-0.0201390474197424,-0.0010627659699568,-0.0015362726383933
GSE84727_3998634014_R01C01,-0.0029270268804737,-0.0145796489804896,0.0127502731723991,-0.0314167269567407,0.0293104823350655,-0.0330262067020599,0.0045520733769615
GSE84727_3998634048_R06C02,-0.0140305180038565,0.0051469901305068,-0.012490711987678,0.0074449445562951,-0.0033076504707176,0.0110119690667319,0.0306268307307915
GSE80417_9980092070_R06C02,-0.016335798592227,0.0017510370190621,0.0308523978242508,-0.0354707019541627,0.0419528535693089,-0.0234104966947741,0.0290299885800287
GSE80417_9721367113_R06C02,-0.0417189896039273,-0.015897187724435,-0.0176826165033428,0.0225766358102165,-0.0357809411904355,0.0030439301183246,-0.0382009194459589
GSE80417_9980092051_R06C02,-0.0418685925250571,-0.0319862735450041,0.0254372021615862,-0.0474169463976978,0.0527008657358579,-0.0510320536120556,0.0335562488553848
GSE84727_101103430018_R01C01,-0.0085451294419401,-0.0224477071339623,0.0076712851374505,0.0138759733822571,-0.0125320748549623,-0.0097771964494685,-0.0347257176083235
GSE80417_9971851048_R04C02,-0.0476609159952567,-0.0348508562462318,-0.0032022959126059,-0.0036274180445071,-0.0055669732314746,-0.0264084672812334,-0.0132436992066466
